uid,uname,gender,zodiac,last_seen,duty,vip,IsFemale,IsNA,login,post,life,uscore,ycf,isDuty,isBM,isManager,isVIP
26751,zhanghua,Å®,Ìì³Ó×ù,2017/2/19 13:55,user,NA,1,0,467,97,322,2.7,0,0,0,0,0
26752,Chanel,ÄÐ,Ë®Æ¿×ù,2017/6/5 6:40,user,NA,0,0,4388,22820,428,5.7,1,0,0,0,0
26753,bola,ÄÐ,±£ÃÜ,2017/11/9 15:32,user,NA,0,0,1186,1078,585,3.8,0,0,0,0,0
26754,zhonghua,ÄÐ,ÄµÑò×ù,2018/1/18 22:02,user,NA,0,0,97,10,111,0.9,0,0,0,0,0
26755,qiuyunpku,ÄÐ,ÄµÑò×ù,2017/12/7 16:24,user,NA,0,0,89,0,68,1.8,0,0,0,0,0
26756,hnwhinder,ÄÐ,Ë«×Ó×ù,2018/1/25 13:48,user,NA,0,0,4799,1258,662,3.9,2,0,0,0,0
26758,zhanhuang,ÄÐ,Ä¦ôÉ×ù,2017/12/16 19:22,user,NA,0,0,310,76,528,2.7,0,0,0,0,0
26759,rudaoshi,ÄÐ,Ë«Óã×ù,2017/7/12 13:32,user,NA,0,0,2435,545,465,3.4,0,0,0,0,0
26760,caipku,ÄÐ,¾ÞÐ·×ù,2017/12/28 11:41,user,NA,0,0,372,14,634,2.2,0,0,0,0,0
26761,huierj,Å®,ÄµÑò×ù,2018/1/27 16:44,user,NA,1,0,1845,23,579,2.3,0,0,0,0,0
26762,pkumza,ÄÐ,Ìì³Ó×ù,2018/1/24 19:43,user,NA,0,0,135,33,521,2.4,0,0,0,0,0
26763,sunshineboy,ÄÐ,¾ÞÐ·×ù,2018/1/19 21:16,user,NA,0,0,256,0,553,2,0,0,0,0,0
26764,Ang,ÄÐ,ÉäÊÖ×ù,2016/8/23 16:38,user,NA,0,0,1342,2437,142,4.2,0,0,0,0,0
26765,Jonas,ÄÐ,½ðÅ£×ù,2017/9/27 14:29,user,NA,0,0,3021,5882,542,4.8,5,0,0,0,0
26766,lxcm,ÄÐ,Ìì³Ó×ù,2018/1/25 17:58,user,NA,0,0,667,0,625,2,0,0,0,0,0
26767,glibc,ÄÐ,½ðÅ£×ù,2016/4/11 14:07,user,NA,0,0,610,20,8,2.3,0,0,0,0,0
26768,lxypku,±£ÃÜ,±£ÃÜ,2018/1/7 11:16,user,NA,0,1,210,4,99,1,0,0,0,0,0
26769,Farrell,ÄÐ,ÉäÊÖ×ù,2018/1/24 18:05,user,NA,0,0,1887,8,661,2.1,0,0,0,0,0
26770,purewhite,ÄÐ,Ìì³Ó×ù,2018/1/27 19:27,user,NA,0,0,91,46,119,0.8,0,0,0,0,0
26771,rightlight,±£ÃÜ,±£ÃÜ,2017/10/31 16:17,user,NA,0,1,113,74,31,1.6,0,0,0,0,0
26772,liuxy,Å®,Ìì³Ó×ù,2016/11/23 14:25,user,NA,1,0,174,1,234,2,0,0,0,0,0
26773,dxygirl,ÄÐ,Ä¦ôÉ×ù,2017/11/29 12:24,user,NA,0,0,27,0,60,0.8,0,0,0,0,0
26774,dglife,±£ÃÜ,ÌìÐ«×ù,2016/10/7 12:58,user,NA,0,1,2145,65,187,2.6,0,0,0,0,0
26775,dayafterday,Å®,´¦Å®×ù,2017/2/8 22:02,user,NA,1,0,331,48,312,2.5,0,0,0,0,0
26776,lanye,Å®,Ê¨×Ó×ù,2018/1/2 17:34,°æÎñ,NA,1,0,2461,2592,639,4.3,0,1,1,0,0
26777,Jure,ÄÐ,±£ÃÜ,2018/1/17 9:31,user,NA,0,0,6,0,19,0,0,0,0,0,0
26778,srstc,ÄÐ,±£ÃÜ,2017/12/8 10:39,user,NA,0,0,19,3,69,0.3,0,0,0,0,0
26779,whclmwm,ÄÐ,¾ÞÐ·×ù,2017/11/5 20:12,user,NA,0,0,607,1,36,1.7,0,0,0,0,0
26780,vae,Å®,ÄµÑò×ù,2018/1/17 21:05,user,NA,1,0,4,0,20,0,0,0,0,0,0
26781,lqecho,±£ÃÜ,±£ÃÜ,2018/1/23 20:52,user,NA,0,1,290,3,361,1,0,0,0,0,0
26782,LarryLee,ÄÐ,¾ÞÐ·×ù,2017/12/31 9:31,user,NA,0,0,870,41,637,2.5,0,0,0,0,0
26783,yuejuege,ÄÐ,Ë«Óã×ù,2018/1/13 9:09,user,NA,0,0,843,62,650,2.6,0,0,0,0,0
26784,hbcwithyou,ÄÐ,±£ÃÜ,2017/10/6 9:03,user,NA,0,0,98,9,6,0.6,0,0,0,0,0
26785,fashankc,ÄÐ,ÄµÑò×ù,2017/12/5 15:56,user,NA,0,0,299,14,394,2.2,0,0,0,0,0
26786,muke,ÄÐ,Ë®Æ¿×ù,2018/1/15 20:25,user,NA,0,0,2,0,18,0,0,0,0,0,0
26787,lqx,Å®,±£ÃÜ,2018/1/16 20:24,user,NA,1,0,279,16,570,2.2,0,0,0,0,0
26788,Angers,ÄÐ,ÌìÐ«×ù,2018/1/16 14:14,user,NA,0,0,30,13,108,1,0,0,0,0,0
26789,jdzd,ÄÐ,Ä¦ôÉ×ù,2018/1/26 22:41,user,NA,0,0,931,19,461,2.3,0,0,0,0,0
26790,MEricM,ÄÐ,Ä¦ôÉ×ù,2017/8/27 23:51,user,NA,0,0,5814,4461,512,4.6,1,0,0,0,0
26791,Orien,±£ÃÜ,±£ÃÜ,2018/1/27 11:44,user,NA,0,1,140,1,119,0.2,0,0,0,0,0
26792,methane,ÄÐ,ÉäÊÖ×ù,2017/4/8 8:52,user,NA,0,0,1354,744,370,3.6,0,0,0,0,0
26793,Gulnazar,ÄÐ,Ìì³Ó×ù,2017/10/16 17:18,user,NA,0,0,68,1,16,1.6,0,0,0,0,0
26794,zsydigo,ÄÐ,¾ÞÐ·×ù,2018/1/8 23:01,user,NA,0,0,2,0,11,0,0,0,0,0,0
26795,isaactesla,ÄÐ,Ë«×Ó×ù,2018/1/27 15:20,user,NA,0,0,3316,201,364,2.9,1,0,0,0,0
26796,scgw,ÄÐ,ÌìÐ«×ù,2016/6/28 10:54,user,NA,0,0,991,248,86,3.1,0,0,0,0,0
26797,pkugrass,Å®,´¦Å®×ù,2017/8/7 10:03,user,NA,1,0,1082,174,491,3,0,0,0,0,0
26798,miwen,ÄÐ,ÄµÑò×ù,2017/12/22 15:43,user,NA,0,0,10,1,83,0,0,0,0,0,0
26799,flamingheart,ÄÐ,ÉäÊÖ×ù,2016/11/23 22:17,user,NA,0,0,1582,2002,235,4.1,1,0,0,0,0
26800,qingtmx,ÄÐ,Ë®Æ¿×ù,2016/4/25 21:26,user,NA,0,0,2541,146,23,2.9,0,0,0,0,0
26801,HillaryMin,Å®,ÉäÊÖ×ù,2017/7/18 17:15,user,NA,1,0,184,3,471,2,0,0,0,0,0
26802,dcmly,ÄÐ,ÌìÐ«×ù,2018/1/27 18:27,user,NA,0,0,8844,177,664,3,0,0,0,0,0
26803,TinyLemon,Å®,ÌìÐ«×ù,2017/12/5 10:43,user,NA,1,0,489,1181,611,3.8,0,0,0,0,0
26804,frame,ÄÐ,Ìì³Ó×ù,2018/1/25 14:22,user,NA,0,0,1948,29,404,2.4,0,0,0,0,0
26805,hhFern,Å®,Ë«×Ó×ù,2017/7/1 14:40,user,NA,1,0,465,38,454,2.4,0,0,0,0,0
26806,PhillisYuru,±£ÃÜ,±£ÃÜ,2018/1/17 19:06,user,NA,0,1,203,15,109,0.6,0,0,0,0,0
26807,piaocanguo,ÄÐ,±£ÃÜ,2018/1/8 12:24,user,NA,0,0,18,0,100,0.3,0,0,0,0,0
26808,Trico,ÄÐ,±£ÃÜ,2018/1/25 21:37,user,NA,0,0,164,4,118,0.1,0,0,0,0,0
26809,lilyguo,±£ÃÜ,Ìì³Ó×ù,2018/1/25 22:51,user,NA,0,1,1075,63,363,1.6,0,0,0,0,0
26810,Bigbigsmile,Å®,´¦Å®×ù,2017/12/13 10:09,user,NA,1,0,142,23,74,1,0,0,0,0,0
26811,fzy,Å®,±£ÃÜ,2017/12/21 21:50,user,NA,1,0,5,0,83,0.1,0,0,0,0,0
26812,wywl,±£ÃÜ,±£ÃÜ,2018/1/27 9:22,user,NA,0,1,157,1,119,0,0,0,0,0,0
26813,bkjyyy,ÄÐ,Ë«×Ó×ù,2017/12/8 13:24,user,NA,0,0,581,11,614,2.2,0,0,0,0,0
26814,berserker,±£ÃÜ,Ìì³Ó×ù,2017/12/1 21:36,user,NA,0,1,4663,4451,608,4.6,2,0,0,0,0
26815,elliejin,Å®,¾ÞÐ·×ù,2018/1/24 8:42,user,NA,1,0,397,0,116,0.3,0,0,0,0,0
26816,shenlanfei,ÄÐ,ÌìÐ«×ù,2017/4/19 12:41,user,NA,0,0,1568,259,381,3.1,0,0,0,0,0
26817,Simplegreen,±£ÃÜ,ÉäÊÖ×ù,2018/1/26 12:10,user,NA,0,1,2835,284,663,3.2,8,0,0,0,0
26818,leidoulei,ÄÐ,±£ÃÜ,2018/1/27 9:51,user,NA,0,0,939,80,119,1.5,0,0,0,0,0
26820,daxiadaxia,ÄÐ,½ðÅ£×ù,2016/7/17 20:40,user,NA,0,0,2771,4247,106,4.6,1,0,0,0,0
26821,shouwang,ÄÐ,ÌìÐ«×ù,2018/1/24 21:52,user,NA,0,0,13,7,117,0.2,0,0,0,0,0
26822,arron,ÄÐ,Ê¨×Ó×ù,2018/1/26 22:30,user,NA,0,0,1077,1,414,2,0,0,0,0,0
26823,xyzhappy,±£ÃÜ,±£ÃÜ,2018/1/24 14:54,user,NA,0,1,34,0,116,0.1,0,0,0,0,0
26824,Noxyoung,Å®,¾ÞÐ·×ù,2017/12/18 10:02,user,NA,1,0,23,0,79,0.1,0,0,0,0,0
26825,wszs,ÄÐ,Ä¦ôÉ×ù,2018/1/24 22:43,user,NA,0,0,1392,523,440,3.4,0,0,0,0,0
26826,calais,ÄÐ,Ê¨×Ó×ù,2018/1/27 16:23,user,NA,0,0,1745,108,664,2.8,1,0,0,0,0
26827,joyyql,Å®,±£ÃÜ,2018/1/20 21:46,user,NA,1,0,20,3,113,0.1,0,0,0,0,0
26828,scpku,ÄÐ,Ä¦ôÉ×ù,2018/1/22 8:39,user,NA,0,0,2224,2,359,1.8,0,0,0,0,0
26829,LRQQQQ,Å®,´¦Å®×ù,2017/12/9 19:10,user,NA,1,0,6,0,70,0.1,0,0,0,0,0
26830,nanmu,Å®,Ë®Æ¿×ù,2018/1/19 10:57,user,NA,1,0,95,25,111,1.3,0,0,0,0,0
26831,damao,Å®,ÄµÑò×ù,2018/1/26 15:54,user,NA,1,0,182,14,118,0.6,0,0,0,0,0
26833,gisele,ÄÐ,Ä¦ôÉ×ù,2017/12/1 20:46,user,NA,0,0,244,17,515,2.3,0,0,0,0,0
26834,billgao,ÄÐ,±£ÃÜ,2018/1/26 21:57,user,NA,0,0,3,0,29,0,0,0,0,0,0
26835,kamisa,ÄÐ,ÌìÐ«×ù,2018/1/27 18:42,user,NA,0,0,691,53,364,2.3,0,0,0,0,0
26836,magiq,ÄÐ,±£ÃÜ,2017/8/20 20:38,user,NA,0,0,1475,286,505,3.2,0,0,0,0,0
26837,PresIX,ÄÐ,´¦Å®×ù,2017/12/10 10:22,user,NA,0,0,137,5,413,2,0,0,0,0,0
26838,Blackdream,ÄÐ,¾ÞÐ·×ù,2017/12/30 14:23,user,NA,0,0,143,196,91,2.2,0,0,0,0,0
26839,mihu,±£ÃÜ,±£ÃÜ,2018/1/27 18:21,user,NA,0,1,684,3,119,0.4,0,0,0,0,0
26840,pengyangraul,ÄÐ,ÄµÑò×ù,2017/12/20 5:26,user,NA,0,0,4656,228,626,3.1,1,0,0,0,0
26841,pkumck,ÄÐ,ÌìÐ«×ù,2018/1/27 10:45,user,NA,0,0,640,23,119,1.4,0,0,0,0,0
26842,prodoer,ÄÐ,ÉäÊÖ×ù,2018/1/9 9:02,user,NA,0,0,68,2,101,1.8,0,0,0,0,0
26843,aaaqazwsx,Å®,Ìì³Ó×ù,2018/1/27 2:31,user,NA,1,0,126,50,119,0.6,0,0,0,0,0
26844,niconya,Å®,½ðÅ£×ù,2018/1/26 21:01,user,NA,1,0,613,8,119,2,0,0,0,0,0
26845,Alicechang,Å®,Ë«Óã×ù,2018/1/15 20:51,user,NA,1,0,2,0,18,0,0,0,0,0,0
26846,secondking,ÄÐ,Ë«Óã×ù,2017/11/24 20:32,user,NA,0,0,84,20,56,1.4,0,0,0,0,0
26847,caicai,ÄÐ,±£ÃÜ,2018/1/27 16:25,user,NA,0,0,329,15,119,0.3,0,0,0,0,0
26848,manlalala,Å®,ÉäÊÖ×ù,2018/1/27 16:04,user,NA,1,0,223,4,119,1.9,0,0,0,0,0
26849,akakame,Å®,´¦Å®×ù,2017/3/20 15:30,user,NA,1,0,2821,15504,463,7.5,4,0,0,0,0
26850,zhangxg,ÄÐ,Ë®Æ¿×ù,2018/1/27 14:59,user,NA,0,0,1128,18,119,0.9,0,0,0,0,0
26851,xnliu,Å®,Ìì³Ó×ù,2018/1/11 18:17,user,NA,1,0,49,0,103,0,0,0,0,0,0
26852,differlong,ÄÐ,Ë«×Ó×ù,2018/1/27 9:29,user,NA,0,0,3140,724,506,3.6,0,0,0,0,0
26853,xiaotutu,Å®,Ë«×Ó×ù,2018/1/27 10:18,°æÎñ,NA,1,0,4164,3905,664,4.5,6,1,1,0,0
26854,Isend,ÄÐ,Ìì³Ó×ù,2017/9/23 2:46,user,NA,0,0,1726,1270,538,3.9,0,0,0,0,0
26855,DavidLeeLJW,ÄÐ,Ìì³Ó×ù,2018/1/27 15:56,user,NA,0,0,368,1,119,0.9,0,0,0,0,0
26856,samchoi,ÄÐ,´¦Å®×ù,2017/12/14 19:04,user,NA,0,0,5,0,75,0,0,0,0,0,0
26857,joeljun,ÄÐ,¾ÞÐ·×ù,2016/12/5 22:50,user,NA,0,0,485,25,247,2.3,0,0,0,0,0
26858,jldh,ÄÐ,Ë«×Ó×ù,2017/3/27 8:01,user,NA,0,0,3385,167,358,2.9,1,0,0,0,0
26859,ABOLO,ÄÐ,Ë®Æ¿×ù,2017/4/1 10:24,user,NA,0,0,3217,123,363,2.8,0,0,0,0,0
26860,clc,ÄÐ,½ðÅ£×ù,2016/12/23 21:32,user,NA,0,0,797,15,265,2.2,0,0,0,0,0
26861,IDunknown,±£ÃÜ,±£ÃÜ,2018/1/26 15:31,user,NA,0,1,18,5,118,0.1,0,0,0,0,0
26862,feast,±£ÃÜ,±£ÃÜ,2018/1/25 20:25,user,NA,0,1,680,30,577,2.4,0,0,0,0,0
26863,axixihaha,ÄÐ,±£ÃÜ,2018/1/8 18:28,user,NA,0,0,10,0,100,0.2,0,0,0,0,0
26864,mzjb,ÄÐ,Ë«Óã×ù,2018/1/21 18:04,user,NA,0,0,58,0,113,1.7,0,0,0,0,0
26865,lucis,±£ÃÜ,±£ÃÜ,2017/10/4 18:47,user,NA,0,1,8,0,4,0.2,0,0,0,0,0
26866,kmlive,ÄÐ,Ë®Æ¿×ù,2016/10/26 23:38,user,NA,0,0,460,417,207,3.3,0,0,0,0,0
26867,llj,ÄÐ,ÌìÐ«×ù,2016/10/20 11:15,user,NA,0,0,219,54,200,2.6,0,0,0,0,0
26868,Lawrence,Å®,±£ÃÜ,2017/11/26 23:56,user,NA,1,0,14,0,58,0.4,0,0,0,0,0
26869,LHC,ÄÐ,±£ÃÜ,2018/1/15 0:38,user,NA,0,0,34,1,107,0.9,0,0,0,0,0
26870,ystream,Å®,Ê¨×Ó×ù,2017/11/17 23:00,user,NA,1,0,1917,114,594,2.8,0,0,0,0,0
26871,ThouZ,Å®,½ðÅ£×ù,2017/10/12 16:43,user,NA,1,0,15,2,12,0.9,0,0,0,0,0
26872,NihongoHou,ÄÐ,Ä¦ôÉ×ù,2017/11/29 12:27,user,NA,0,0,1592,83,405,2.7,0,0,0,0,0
26873,SparkleLee,ÄÐ,Ë®Æ¿×ù,2017/12/19 14:22,user,NA,0,0,259,63,389,2.6,0,0,0,0,0
26875,frid,ÄÐ,´¦Å®×ù,2018/1/1 16:19,user,NA,0,0,22,2,93,0.8,0,0,0,0,0
26876,bjdxoc,±£ÃÜ,¾ÞÐ·×ù,2018/1/27 17:10,°æÎñ,NA,0,1,3034,2525,643,4.3,1,1,1,0,0
26877,guodongz,ÄÐ,Ê¨×Ó×ù,2017/8/28 16:10,user,NA,0,0,2593,159,512,2.9,0,0,0,0,0
26878,theflood,Å®,ÄµÑò×ù,2018/1/11 11:41,user,NA,1,0,40,0,103,1,0,0,0,0,0
26879,langzime,ÄÐ,Ìì³Ó×ù,2018/1/16 10:11,user,NA,0,0,1065,13,653,2.2,0,0,0,0,0
26880,qiushuibaihe,Å®,ÉäÊÖ×ù,2017/7/4 9:50,user,NA,1,0,199,25,457,2.3,0,0,0,0,0
26882,IAMKCG,ÄÐ,ÄµÑò×ù,2018/1/26 0:14,user,NA,0,0,198,8,118,0.5,0,0,0,0,0
26883,cyeccc,Å®,½ðÅ£×ù,2018/1/27 19:54,user,NA,1,0,494,18,457,2.3,0,0,0,0,0
26884,jiabing,Å®,Ê¨×Ó×ù,2017/9/3 11:06,user,NA,1,0,628,418,518,3.3,0,0,0,0,0
26885,windwwt,±£ÃÜ,Ê¨×Ó×ù,2017/6/30 17:02,user,NA,0,1,3890,53,453,2.5,0,0,0,0,0
26886,ferris,ÄÐ,Ë«Óã×ù,2017/5/21 16:57,user,NA,0,0,1524,312,413,3.2,0,0,0,0,0
26887,hujichu,ÄÐ,Ìì³Ó×ù,2017/11/29 15:58,user,NA,0,0,68,1,347,2,0,0,0,0,0
26888,spirefall,ÄÐ,ÉäÊÖ×ù,2017/11/15 19:19,user,NA,0,0,5,2,46,0.1,0,0,0,0,0
26889,zmyBattier,ÄÐ,Ë«×Ó×ù,2017/12/13 12:37,user,NA,0,0,1286,2574,619,4.3,5,0,0,0,0
26890,cathrie,±£ÃÜ,Ë®Æ¿×ù,2018/1/23 18:29,user,NA,0,1,14,8,115,0.3,0,0,0,0,0
26891,lynnellalala,±£ÃÜ,±£ÃÜ,2018/1/1 8:59,user,NA,0,1,13,1,93,0,0,0,0,0,0
26892,lihaobob,ÄÐ,ÉäÊÖ×ù,2018/1/26 15:18,user,NA,0,0,487,11,663,2.2,0,0,0,0,0
26893,elliot,ÄÐ,ÌìÐ«×ù,2017/4/4 18:12,user,NA,0,0,1322,216,366,3,0,0,0,0,0
26894,wxyzj,±£ÃÜ,±£ÃÜ,2018/1/25 13:58,user,NA,0,1,547,2,117,0.9,0,0,0,0,0
26895,ShadowMov,ÄÐ,±£ÃÜ,2018/1/15 22:37,user,NA,0,0,3,0,18,0,0,0,0,0,0
26896,zhoudaxia,ÄÐ,ÌìÐ«×ù,2017/12/24 23:52,user,NA,0,0,12,0,86,0.3,0,0,0,0,0
26897,onelove,ÄÐ,´¦Å®×ù,2017/8/7 19:44,user,NA,0,0,7969,908,491,3.7,0,0,0,0,0
26898,wtfxxk,ÄÐ,´¦Å®×ù,2017/12/21 23:50,user,NA,0,0,100,0,83,1.1,0,0,0,0,0
26899,jcplusAres,ÄÐ,ÉäÊÖ×ù,2018/1/26 7:48,user,NA,0,0,1960,341,663,3.2,0,0,0,0,0
26900,PkuGod,ÄÐ,Ë®Æ¿×ù,2017/5/20 22:50,user,NA,0,0,341,25,316,2.3,0,0,0,0,0
26901,adcpkk,ÄÐ,ÉäÊÖ×ù,2018/1/27 17:54,user,NA,0,0,93,4,119,1,0,0,0,0,0
26902,MIF,ÄÐ,Ë«Óã×ù,2017/10/21 22:25,user,NA,0,0,8,0,22,0.2,0,0,0,0,0
26903,lanera,ÄÐ,Ë®Æ¿×ù,2018/1/18 7:49,user,NA,0,0,667,57,570,2.6,0,0,0,0,0
26904,wallewalle,Å®,ÌìÐ«×ù,2017/10/2 22:11,user,NA,1,0,150,24,294,2.3,0,0,0,0,0
26905,Telemon,ÄÐ,Ë®Æ¿×ù,2016/10/8 15:42,user,NA,0,0,1315,1633,188,4,0,0,0,0,0
26906,yatnam,Å®,Ìì³Ó×ù,2018/1/17 20:14,user,NA,1,0,6,0,109,0,0,0,0,0,0
26907,elvis,ÄÐ,ÌìÐ«×ù,2017/12/23 18:14,user,NA,0,0,906,114,629,2.8,0,0,0,0,0
26908,bsz,Å®,±£ÃÜ,2018/1/25 13:19,user,NA,1,0,99,4,117,0.8,0,0,0,0,0
26909,adgjl,Å®,±£ÃÜ,2017/11/7 21:41,user,NA,1,0,28,3,39,0.2,0,0,0,0,0
26910,zxs,Å®,ÌìÐ«×ù,2018/1/8 23:01,user,NA,1,0,2,0,11,0,0,0,0,0,0
26911,amyroyas,Å®,Ë«Óã×ù,2018/1/25 21:31,°æÎñ,NA,1,0,51721,38871,775,8.2,3,1,1,0,0
26912,polarisssss,ÄÐ,ÉäÊÖ×ù,2017/12/15 12:09,user,NA,0,0,2846,1285,621,3.9,0,0,0,0,0
26913,freebreezev,Å®,ÉäÊÖ×ù,2018/1/2 10:20,user,NA,1,0,53,7,94,1.7,0,0,0,0,0
26914,wanliubb,±£ÃÜ,±£ÃÜ,2018/1/26 18:55,user,NA,0,1,213,3,118,0.5,0,0,0,0,0
26915,clydegao,ÄÐ,½ðÅ£×ù,2018/1/25 23:10,user,NA,0,0,511,80,118,1.6,0,0,0,0,0
26916,paradisebird,ÄÐ,Ê¨×Ó×ù,2017/8/30 9:00,user,NA,0,0,16947,382,514,3.3,0,0,0,0,0
26917,xtqqqzx,Å®,Ë«Óã×ù,2017/12/15 11:12,user,NA,1,0,233,6,382,2.1,0,0,0,0,0
26918,tslz,ÄÐ,Ë«Óã×ù,2018/1/17 12:36,user,NA,0,0,6,0,109,0,0,0,0,0,0
26919,Raistling,ÄÐ,ÄµÑò×ù,2018/1/6 14:17,user,NA,0,0,6192,6518,643,4.9,8,0,0,0,0
26920,SmiaoSmiao,±£ÃÜ,±£ÃÜ,2018/1/7 22:13,user,NA,0,1,9,1,100,0,0,0,0,0,0
26921,beerwagon,±£ÃÜ,±£ÃÜ,2017/12/27 13:59,user,NA,0,1,7,1,88,0.2,0,0,0,0,0
26922,cancity,ÄÐ,Ê¨×Ó×ù,2017/8/11 2:28,user,NA,0,0,2307,23,495,2.3,0,0,0,0,0
26923,xiakefei,ÄÐ,½ðÅ£×ù,2017/6/29 10:10,user,NA,0,0,3053,3864,452,4.5,15,0,0,0,0
26924,yangluccme,ÄÐ,ÄµÑò×ù,2017/7/4 21:44,user,NA,0,0,116,3,227,2,0,0,0,0,0
26925,jiansu,Å®,¾ÞÐ·×ù,2018/1/25 14:08,user,NA,1,0,122,16,438,2.2,0,0,0,0,0
26926,ckm,ÄÐ,Ë®Æ¿×ù,2016/7/12 19:47,user,NA,0,0,1377,31,100,2.4,0,0,0,0,0
26927,lishuxun,ÄÐ,Ê¨×Ó×ù,2017/12/18 16:39,user,NA,0,0,11,1,79,0.1,0,0,0,0,0
26928,applecherry,Å®,Ê¨×Ó×ù,2016/6/15 22:30,user,NA,1,0,566,9,16,2.1,0,0,0,0,0
26929,LeeIXV,ÄÐ,½ðÅ£×ù,2018/1/23 19:55,user,NA,0,0,40,3,115,0.1,0,0,0,0,0
26930,Fake,ÄÐ,Ë®Æ¿×ù,2018/1/27 11:37,user,NA,0,0,653,2,442,2,0,0,0,0,0
26931,eppendorf,Å®,ÉäÊÖ×ù,2017/1/3 7:43,user,NA,1,0,470,190,275,3,0,0,0,0,0
26932,smzhang,ÄÐ,¾ÞÐ·×ù,2017/12/26 17:56,user,NA,0,0,5589,403,632,3.3,0,0,0,0,0
26933,woshixuhao,ÄÐ,ÌìÐ«×ù,2018/1/27 13:15,user,NA,0,0,893,48,119,1.5,0,0,0,0,0
26934,zcyhans,Å®,Ë®Æ¿×ù,2018/1/27 17:17,user,NA,1,0,1479,5,442,2,0,0,0,0,0
26935,zousifang,ÄÐ,Ë®Æ¿×ù,2017/12/5 10:27,user,NA,0,0,369,49,611,2.5,0,0,0,0,0
26936,nifitwse,ÄÐ,Ë«Óã×ù,2018/1/2 13:35,user,NA,0,0,518,96,597,2.7,0,0,0,0,0
26937,cwj,ÄÐ,Ê¨×Ó×ù,2018/1/27 18:25,user,NA,0,0,7999,1786,620,4.1,0,0,0,0,0
26938,xzjn,Å®,Ë«×Ó×ù,2018/1/3 21:14,user,NA,1,0,4,0,6,0,0,0,0,0,0
26939,NaCl,ÄÐ,¾ÞÐ·×ù,2003/8/7 15:23,user,NA,0,0,2898,10951,999,8.2,0,0,0,0,0
26940,SCD,ÄÐ,´¦Å®×ù,2018/1/15 21:53,user,NA,0,0,2,0,18,0,0,0,0,0,0
26941,eht,ÄÐ,±£ÃÜ,2017/7/1 15:35,user,NA,0,0,392,14,454,2.2,0,0,0,0,0
26942,hahaphy,ÄÐ,ÄµÑò×ù,2017/12/20 20:53,user,NA,0,0,8,0,82,0.1,0,0,0,0,0
26943,sophiachang,ÄÐ,Ä¦ôÉ×ù,2016/4/29 0:16,user,NA,0,0,2059,1629,26,4,11,0,0,0,0
26944,wennuan,±£ÃÜ,±£ÃÜ,2018/1/26 23:26,user,NA,0,1,8,1,119,0,0,0,0,0,0
26945,saraning,ÄÐ,´¦Å®×ù,2017/5/9 16:28,user,NA,0,0,469,118,337,2.8,0,0,0,0,0
26946,Liuxiaoxu,ÄÐ,Ä¦ôÉ×ù,2017/11/28 6:55,user,NA,0,0,1864,108,604,2.8,0,0,0,0,0
26947,bdwmsy,ÄÐ,Ä¦ôÉ×ù,2018/1/25 0:42,user,NA,0,0,135,15,117,1.4,0,0,0,0,0
26948,weknowit,ÄÐ,´¦Å®×ù,2017/11/3 19:20,user,NA,0,0,400,47,34,2.2,0,0,0,0,0
26949,zhonguosuyan,Å®,Ä¦ôÉ×ù,2018/1/27 12:57,user,NA,1,0,1781,14,664,2.2,0,0,0,0,0
26950,Eiffel,Å®,ÌìÐ«×ù,2018/1/18 14:34,user,NA,1,0,45,0,110,0.3,0,0,0,0,0
26951,youqian,±£ÃÜ,±£ÃÜ,2017/11/9 15:22,user,NA,0,1,27,0,40,0.4,0,0,0,0,0
26952,fffloria,±£ÃÜ,ÉäÊÖ×ù,2018/1/3 11:08,user,NA,0,1,10,0,95,0.3,0,0,0,0,0
26953,silksmooth,Å®,ÉäÊÖ×ù,2018/1/26 10:38,user,NA,1,0,68,6,118,0.2,0,0,0,0,0
26954,mowangli,Å®,Ìì³Ó×ù,2018/1/27 17:50,user,NA,1,0,2393,0,458,2,0,0,0,0,0
26955,drift,ÄÐ,Ê¨×Ó×ù,2018/1/27 18:10,user,NA,0,0,1837,215,664,3,0,0,0,0,0
26956,MaxArrow,ÄÐ,ÉäÊÖ×ù,2018/1/26 12:21,user,NA,0,0,2135,131,663,2.8,0,0,0,0,0
26957,yueyong,Å®,Ìì³Ó×ù,2017/12/18 16:05,user,NA,1,0,394,80,624,2.7,1,0,0,0,0
26958,curious,ÄÐ,Ä¦ôÉ×ù,2017/12/14 22:49,user,NA,0,0,39,4,76,0.5,0,0,0,0,0
26959,mijiaqin,Å®,Ê¨×Ó×ù,2018/1/20 20:14,user,NA,1,0,210,1,112,0.6,0,0,0,0,0
26960,gaga,Å®,±£ÃÜ,2018/1/27 0:33,user,NA,1,0,62,0,119,0.6,0,0,0,0,0
26961,DKLY,Å®,Ë«Óã×ù,2018/1/26 11:13,user,NA,1,0,2684,349,663,3.2,0,0,0,0,0
26962,sedknight,ÄÐ,±£ÃÜ,2018/1/27 16:14,user,NA,0,0,1256,65,119,1.3,0,0,0,0,0
26963,Amen,ÄÐ,Ë«Óã×ù,2017/8/1 15:50,user,NA,0,0,309,90,485,2.7,0,0,0,0,0
26964,wgl,ÄÐ,Ë«Óã×ù,2018/1/27 15:42,user,NA,0,0,303,25,119,0.8,0,0,0,0,0
